Site,Date,ID,Length,Length In,WT,LOGLEN,LOGWT,Birthday,Age,Annuli,TotalLength,Fto1,1to2,2to3,3to4,4to5,5to6,6to7,7to8,Ax-M,Sum,O/E,O/E %,ONE L,TWO L,THREE L,FOUR L,FIVE L,SIX L,SEVEN L,EIGHT L
Santee,6/16/2015,24,128,5,30.4,2.11,1.48,4/1/2013,2.20,2,2853.4085,1935.3325,674.1662,,,,,,,243.9098,2853,0,0.00%,63,111,,,,,,
Santee,6/16/2015,27,127,5,30.5,2.10,1.48,4/1/2013,2.20,2,2741.3106,1913.9342,527.8977,,,,,,,299.4787,2741,0,0.00%,67,105,,,,,,
Santee,6/16/2015,30,153,6,55.0,2.18,1.74,4/1/2013,2.20,2,3244.6245,2123.0167,986.4117,,,,,,,135.1961,3245,0,0.00%,75,144,,,,,,
Santee,6/16/2015,31,137,5,42.0,2.14,1.62,4/1/2013,2.20,2,3433.6832,2095.1601,1193.5627,,,,,,,144.9604,3434,0,0.00%,55,128,,,,,,
Santee,6/16/2015,32,157,6,57.2,2.20,1.76,4/1/2013,2.20,2,3258.0221,2294.143,683.052,,,,,,,280.8271,3258,0,0.00%,89,137,,,,,,
Santee,6/16/2015,33,137,5,32.7,2.14,1.51,4/1/2013,2.20,2,3079.6837,2159.7667,651.0207,,,,,,,268.8963,3080,0,0.00%,74,119,,,,,,
Santee,6/16/2015,34,165,6,76.6,2.22,1.88,4/1/2013,2.20,2,3593.6444,2131.0138,1135.285,,,,,,,327.3456,3594,0,0.00%,68,143,,,,,,
Santee,6/16/2015,40,144,6,42.4,2.16,1.63,4/1/2013,2.20,2,3002.6508,2087.6207,762.0709,,,,,,,152.9592,3003,0,0.00%,78,133,,,,,,
Santee,8/24/2015,A1,112,4,14.9,2.05,1.17,4/1/2013,2.40,2,2774.8881,2039.6912,482.9907,,,,,,,252.2062,2775,0,0.00%,63,95,,,,,,
Santee,8/24/2015,A2,110,4,15.8,2.04,1.20,4/1/2013,2.40,2,2827.6301,1977.726,628.8561,,,,,,,221.048,2828,0,0.00%,55,96,,,,,,
Santee,8/24/2015,A3,107,4,16.2,2.03,1.21,4/1/2013,2.40,2,2778.7839,1726.27,738.3901,,,,,,,314.1238,2779,0,0.00%,39,87,,,,,,
Santee,8/24/2015,A5,105,4,13.2,2.02,1.12,4/1/2013,2.40,2,2666.3841,1800.25,535.6155,,,,,,,330.5186,2666,0,0.00%,47,83,,,,,,
Santee,8/24/2015,B2,109,4,14.9,2.04,1.17,4/1/2013,2.40,2,2973.1741,1958.1154,783.6147,,,,,,,231.444,2973,0,0.00%,47,95,,,,,,
Santee,8/24/2015,B3,111,4,15.5,2.05,1.19,4/1/2013,2.40,2,2940.2204,1892.389,698.8133,,,,,,,349.0181,2940,0,0.00%,45,89,,,,,,
Santee,8/24/2015,B4,107,4,14.1,2.03,1.15,4/1/2013,2.40,2,2879.825,2077.2482,511.4098,,,,,,,291.167,2880,0,0.00%,57,89,,,,,,
Santee,8/24/2015,B5,104,4,12.8,2.02,1.11,4/1/2013,2.40,2,2946.2627,2044.6623,619.8903,,,,,,,281.7101,2946,0,0.00%,50,87,,,,,,
Santee,8/24/2015,B6,117,5,18.5,2.07,1.27,4/1/2013,2.40,2,2931.5634,1940.8307,673.7655,,,,,,,316.9672,2932,0,0.00%,53,96,,,,,,
Santee,8/24/2015,C1,119,5,19.5,2.08,1.29,4/1/2013,2.40,2,3052.0249,1975.4858,714.0756,,,,,,,362.4635,3052,0,0.00%,51,96,,,,,,
Santee,3/14/2016,A5,198,8,96.2,2.30,1.98,4/1/2015,1.00,1,2639,1431,,,,,,,,1208.1438,2639,0,0.00%,74,,,,,,,
Santee,6/16/2015,1,107,4,15.7,2.03,1.20,4/1/2014,1.20,1,2123.3982,1800.29,,,,,,,,323.1082,2123,0,0.00%,80,,,,,,,
Santee,6/16/2015,2,102,4,139.0,2.01,2.14,4/1/2014,1.20,1,2164.936,1648.8214,,,,,,,,516.1146,2165,0,0.00%,60,,,,,,,
Santee,6/16/2015,20,95,4,9.9,1.98,1.00,4/1/2014,1.20,1,2234.9174,1975.3217,,,,,,,,259.5957,2235,0,0.00%,75,,,,,,,
Santee,6/16/2015,21,108,4,16.9,2.03,1.23,4/1/2014,1.20,1,2278.776,1994.4924,,,,,,,,284.2836,2279,0,0.00%,85,,,,,,,
Santee,6/16/2015,23,113,4,19.3,2.05,1.29,4/1/2014,1.20,1,2463.2028,2227.8995,,,,,,,,235.3033,2463,0,0.00%,95,,,,,,,
Santee,8/24/2015,A4,103,4,13.5,2.01,1.13,4/1/2014,1.40,1,2727.6253,2209.3691,,,,,,,,518.2562,2728,0,0.00%,70,,,,,,,
